Approved symbol	Previous symbols	Synonyms	NCBI Gene ID	Ensembl gene ID
SNHG3	RNU17D, RNU17C	U17HG, U17HG-A, NCRNA00014	8420	ENSG00000242125
SNHG4		U19H, NCRNA00059	724102	
SNHG5	C6orf160	MGC16362, bA33E24.2, U50HG, NCRNA00044, LINC00044	387066	ENSG00000203875
SNHG6		U87HG, HBII-276HG, NCRNA00058	641638	ENSG00000245910
SNHG7		MGC16037, NCRNA00061	84973	ENSG00000233016
SNHG8		NCRNA00060, LINC00060	100093630	ENSG00000269893
SNHG9		DKFZp686N06141, NCRNA00062	735301	ENSG00000255198
SNHG10	C14orf62	FLJ40557, NCRNA00063, LINC00063	283596	ENSG00000247092
SNHG11	C20orf198	LINC00101	128439	ENSG00000174365
SNHG12	C1orf79	PNAS-123, LINC00100, ASLNC04080	85028	ENSG00000197989
SNHG14	UBE3A-AS1	NCRNA00214, UBE3A-AS, UBE3A-ATS	104472715	ENSG00000224078
SNHG15	C7orf40	FLJ38860, MYO1GUT, Linc-Myo1g	285958	ENSG00000232956
SNHG16		ncRAN, Nbla12061, Nbla10727	100507246	ENSG00000163597
SNHG17			388796	ENSG00000196756
SNHG18			100505806	ENSG00000250786
SNHG19		SNORD60HG	100507303	ENSG00000260260
SNHG20	C17orf86, NCRNA00338, LINC00338	PRO0872, FLJ25582, DKFZp686L05235, SCARNA16HG	654434	ENSG00000234912
SNHG21		SCARNA15HG, FSD2-AS1, RP11-752G15.6	100505616	ENSG00000250988
SNHG22		SCARNA17HG	103091864	ENSG00000267322
SNHG23~withdrawn				
SNHG24~withdrawn				
SNHG25				ENSG00000266402
SNHG26		AC005682.5		ENSG00000228649
SNHG27			101927305	ENSG00000251676
SNHG28	C1orf204	FLJ39187, VSIG8-OT1	284677	ENSG00000188004
SNHG29	C17orf45, NCRNA00188, C17orf76-AS1, FAM211A-AS1, LRRC75A-AS1	MGC40157	125144	ENSG00000175061
SNHG30	LINC02001	RP11-1094M14.11	105371743	ENSG00000267321
SNHG31			101928103	ENSG00000229267
SNHG32	C6orf48	D6S57, G8	50854	ENSG00000204387
SNIP1		PML1	79753	ENSG00000163877
SNN			8303	ENSG00000184602
SNORA1		ACA1	677792	ENSG00000206834
SNORA1B			109617001	
SNORA2A		ACA2A	677793	ENSG00000206612
SNORA2B		ACA2b	677794	ENSG00000207313
SNORA2C	SNORA34	ACA34	677815	ENSG00000221491
SNORA3A	SNORA3, SNORA45A	ACA3	619562	ENSG00000200983
SNORA3B	SNORA45, SNORA45B	ACA3-2	677826	ENSG00000212607
SNORA3C			109616997	
SNORA4		ACA4	619568	ENSG00000263776
SNORA5A		ACA5	654319	ENSG00000206838
SNORA5B		ACA5b	677795	ENSG00000200656
SNORA5C		ACA5c	677796	ENSG00000201772
SNORA6		ACA6	574040	ENSG00000206760
SNORA7A		ACA7	619563	ENSG00000207496
SNORA7B		ACA7B	677797	ENSG00000207088
SNORA8		ACA8	654320	ENSG00000207304
SNORA9		ACA9, SNORA9A	677798	ENSG00000277184
SNORA9B			109616977	
SNORA10		ACA10, SNORA10A	574042	ENSG00000206811
SNORA10B			109616960	
SNORA11		U107, SNORA11A	677799	ENSG00000221716
SNORA11B			100124539	ENSG00000221102
SNORA11C			100124540	ENSG00000221459
SNORA11D			100124541	ENSG00000221475
SNORA11E			101340250	ENSG00000221705
SNORA11F			109617000	
SNORA11G			109616961	
SNORA12		U108	677800	ENSG00000212464
SNORA13		ACA13	654322	ENSG00000238363
SNORA14A		ACA14a	677801	ENSG00000201643
SNORA14B		ACA14b	677802	ENSG00000207181
SNORA15		ACA15, SNORA15A	677803	ENSG00000207168
SNORA15B-1			109616962	
SNORA15B-2	SNORA15C		109617022	
SNORA16A		ACA16	692073	ENSG00000274582
SNORA16B		U98b	692157	ENSG00000201544
SNORA17A	SNORA17	ACA17	677804	ENSG00000274998
SNORA17B	SNORA43	ACA43	677824	ENSG00000276161
SNORA18		ACA18	677805	ENSG00000207145
SNORA19		ACA19	641451	ENSG00000207468
SNORA20		ACA20	677806	ENSG00000207392
SNORA20B			109616963	
SNORA21		ACA21	619505	ENSG00000199293
SNORA21B			109617002	
SNORA22		ACA22, SNORA22A	677807	ENSG00000206634
SNORA22B			109616964	
SNORA22C			109616965	
SNORA23		ACA23	677808	ENSG00000201998
SNORA24		ACA24, SNORA24A	677809	ENSG00000275994
SNORA24B			109617003	
SNORA25		ACA25, SNORA25A	684959	ENSG00000207112
SNORA25B			109623459	
SNORA26		HBI-6	677810	ENSG00000212588
SNORA27		ACA27	619499	ENSG00000207051
SNORA28		ACA28	677811	ENSG00000272533
SNORA29		ACA29	677812	ENSG00000206910
SNORA30		ACA30, SNORA30A	677813	ENSG00000206755
SNORA30B			109616992	
SNORA31		ACA31, SNORA31A	677814	ENSG00000199477
SNORA31B			109616966	
SNORA32		ACA32	692063	ENSG00000206799
SNORA33		ACA33	594839	ENSG00000200534
SNORA35		HBI-36, SNORA35A	677816	ENSG00000208839
SNORA35B			109617004	
SNORA36A		ACA36	677817	ENSG00000206948
SNORA36B		ACA36b	677818	ENSG00000222370
SNORA36C			100124535	ENSG00000207016
SNORA37		ACA37	677819	ENSG00000207233
SNORA38		ACA38	677820	ENSG00000200816
SNORA38B			100124536	ENSG00000200394
SNORA40		ACA40, SNORA40A	677822	ENSG00000210825
SNORA40B			109616967	
SNORA40C			109616968	
SNORA41		ACA41, SNORA41A	619569	ENSG00000207406
SNORA41B			109617005	
SNORA44		ACA44	677825	ENSG00000273544
SNORA46		ACA46	677827	ENSG00000207493
SNORA47		HBI-115	677828	ENSG00000238961
SNORA48		ACA48, SNORA48A	652965	ENSG00000209582
SNORA48B			109616969	
SNORA49		ACA49	677829	ENSG00000208892
SNORA50A	SNORA50, SNORA76A	ACA50	677830	ENSG00000206952
SNORA50B			109616998	
SNORA50C	SNORA76, SNORA76C	ACA62	677842	ENSG00000277887
SNORA50D			109616958	
SNORA51		ACA51	677831	ENSG00000271798
SNORA52		ACA52	619565	ENSG00000199785
SNORA53		ACA53	677832	ENSG00000212443
SNORA54		ACA54	677833	ENSG00000207008
SNORA55		ACA55	677834	ENSG00000201457
SNORA56		ACA56	677835	ENSG00000206693
SNORA57		U99	692158	ENSG00000206597
SNORA58		ACA58, SNORA58B	677836	ENSG00000249020
SNORA58B			109617023	
SNORA59A		ACA59	677885	ENSG00000239149
SNORA59B		ACA59	677882	ENSG00000266079
SNORA60		ACA60	677837	ENSG00000199266
SNORA61		ACA61	677838	ENSG00000278274
SNORA62	RNE2, RNU108	E2, E2-1	6044	ENSG00000202363
SNORA63	RNE3, RNU107	E3, E3-2, SNORA63A	6043	ENSG00000200320
SNORA63B			109617006	
SNORA63C			109616970	
SNORA63D			109616971	
SNORA63E			109617007	
SNORA64	RNU64	U64	26784	ENSG00000207405
SNORA65	RNU65	U65	26783	ENSG00000201302
SNORA66	RNU66	U66	26782	ENSG00000207523
SNORA67	RNU67	U67	26781	ENSG00000277985
SNORA68	RNU68	U68, SNORA68A	26780	ENSG00000207166
SNORA68B			109616972	
SNORA69	RNU69	U69	26779	ENSG00000206622
SNORA70	RNU70	U70, DXS648E	26778	ENSG00000207165
SNORA70B			100124537	ENSG00000206937
SNORA70C			100124538	ENSG00000207268
SNORA70D		U70D	100379141	ENSG00000263666
SNORA70E		U70E	100379250	ENSG00000207221
SNORA70F		U70F	100337591	ENSG00000206869
SNORA70G		U70G	100379132	ENSG00000206650
SNORA70H			109616993	
SNORA70I			109617008	
SNORA70J			109616973	
SNORA71A	RNU71A	U71a	26777	ENSG00000225091
SNORA71B	RNU71B	U71b	26776	ENSG00000235408
SNORA71C		U71c	677839	ENSG00000201512
SNORA71D		U71d	677840	ENSG00000200354
SNORA71E	SNORA39	ACA39	677821	ENSG00000274309
SNORA72	RNU72	U72	26775	ENSG00000207067
SNORA73A	RNE1, RNU17A	U17A, E1-7, E1b, E1	6080	ENSG00000274266
SNORA73B	RNU17B, RNU105A	U17B, E1c	26768	ENSG00000200087
SNORA74A	RNU19	U19	26821	ENSG00000200959
SNORA74B		U19-2	677841	ENSG00000212402
SNORA74C-1			109616974	ENSG00000265733
SNORA74C-2			109617009	ENSG00000223111
SNORA74D			109616975	
SNORA75		U23, SNORA75A	654321	ENSG00000206885
SNORA75B			109616994	
SNORA77		ACA63, SNORA77A	677843	ENSG00000221643
SNORA77B			109617010	
SNORA78		ACA64	677844	ENSG00000273587
SNORA79		ACA65, SNORA79A	677845	ENSG00000221303
SNORA79B			109616976	
SNORA80A	SNORA80	ACA67	677846	ENSG00000200792
SNORA80B		ACA67B	100302743	ENSG00000206633
SNORA80C			109616959	
SNORA80D			109616999	
SNORA80E	SNORA42	ACA42	677823	ENSG00000207475
SNORA81		HBI-61	677847	ENSG00000221420
SNORA84			100124534	ENSG00000239183
SNORA86			106633814	
SNORA87			106635520	
SNORA88			106635521	
SNORA89			106635522	
SNORA90			106635523	
SNORA91			106635524	
SNORA92			106635525	
SNORA93			106635526	
SNORA94			106635528	
SNORA95			106635529	
SNORA98			106635530	
SNORA99			106635531	
SNORA100			106635532	
SNORA101A			107399301	
SNORA101B		ZL4	107399303	
SNORA103			106635533	
SNORA104			106635534	
SNORA105A			106635539	
SNORA105B			106635540	
SNORA105C			106635541	
SNORA107			106635542	
SNORA108			106635543	
SNORA109			106635544	
SNORA110			106635545	
SNORA111			106635546	
SNORA112			109623481	
SNORA113			109623461	
SNORA114			109623488	
SNORA115			109623482	
SNORA116			109623462	
SNORA117			109623463	
SNORA118			109623483	
SNORA119			109623464	
SNORA120			109729112	
SNORC	C2orf82	UNQ830, ASCL830	389084	ENSG00000182600
SNORD1A		R38A, snR38A	677848	ENSG00000278261
SNORD1B		R38B, snR38B	677849	ENSG00000199961
SNORD1C		R38C, snR38C	677850	ENSG00000274091
SNORD2		R39B, snR39B	619567	ENSG00000238942
SNORD3@~withdrawn				
SNORD3A		U3, RNU3	780851	ENSG00000263934
SNORD3B-1	RNU3A1	U3a, U3b1, U3b2	26851	ENSG00000265185
SNORD3B-2		U3-2B, U3b2	780852	ENSG00000262074
SNORD3C		U3-3, RNU3-3	780853	ENSG00000264940
SNORD3D		U3-4, RNU3-4	780854	ENSG00000277947
SNORD3E			109617015	
SNORD3F			109616983	
SNORD3G			109616984	
SNORD3H			109617016	
SNORD3I			109616996	
SNORD3J			109616985	
SNORD3K			109617017	
SNORD3P1	RNU3P1	U3	6068	
SNORD3P2	RNU3P2	U3, U3.2	26844	
SNORD3P3	RNU3P3	U3, U3.5, u3.7	26843	
SNORD3P4	RNU3P4	U3, U3.6	26842	
SNORD4A	RNU101A	Z17A, mgh18S-121	26773	ENSG00000238578
SNORD4B	RNU101B	Z17B	26772	ENSG00000238597
SNORD5		mgh28S-2410	692072	ENSG00000239195
SNORD6		mgh28S-2412	692075	ENSG00000202314
SNORD7		Z30, mgU6-47	692076	ENSG00000207297
SNORD8	RNU6C	mgU6-53	319103	ENSG00000200785
SNORD9		mgU6-53B	692053	ENSG00000199436
SNORD10		mgU6-77	652966	ENSG00000238917
SNORD11		HBII-95	692058	ENSG00000238317
SNORD11B			100113392	ENSG00000271852
SNORD12	MIR1259, MIRN1259	HBII-99, hsa-mir-1259	692057	ENSG00000212304
SNORD12B			100113393	ENSG00000222365
SNORD12C	RNU106, SNORD106	U106	26765	ENSG00000209042
SNORD13		U13, RNU13, SNORD13A	692084	ENSG00000239039
SNORD13B-1			109617019	
SNORD13B-2			109617021	
SNORD13C			109616989	
SNORD13D			109616990	
SNORD13E			109617020	
SNORD13F			109616986	
SNORD13G			109616987	
SNORD13H			109617018	
SNORD13I			109616988	
SNORD13J			109617025	
SNORD13P1	RNU13P1	U13, U13.32A	6076	ENSG00000238498
SNORD13P2	RNU13P2	U13, U13.12A	6077	
SNORD13P3	RNU13P3	U13, U13.4B	6078	ENSG00000239128
SNORD14A	RNU14	U14, RNU14A	26822	ENSG00000272034
SNORD14B	RNU14B	U14B, U14	85388	ENSG00000201403
SNORD14C			85389	ENSG00000202252
SNORD14D			85390	ENSG00000207118
SNORD14E			85391	ENSG00000200879
SNORD15A	RNU15A	U15A	6079	ENSG00000206941
SNORD15B	RNU15B	U15B	114599	ENSG00000207445
SNORD16		U16	595097	ENSG00000199673
SNORD17		HBI-43	692086	ENSG00000212232
SNORD18A		U18A	595098	ENSG00000200623
SNORD18B		U18B	595099	ENSG00000202529
SNORD18C		U18C	595100	ENSG00000199574
SNORD19		HBII-108	692089	ENSG00000212493
SNORD19B			100113381	ENSG00000238862
SNORD19C			109616991	
SNORD20	RNU20	U20	6082	ENSG00000207280
SNORD21	RNU21	U21	6083	ENSG00000206680
SNORD22	RNU22	U22	9304	ENSG00000277194
SNORD23		HBII-115	692091	ENSG00000221803
SNORD24	RNU24	U24	26820	ENSG00000206611
SNORD25	RNU25	U25	9303	ENSG00000275043
SNORD26	RNU26	U26	9302	ENSG00000276788
SNORD27	RNU27	U27	9301	ENSG00000275996
SNORD28	RNU28	U28, SNORD28A	9300	ENSG00000274544
SNORD28B			109617011	
SNORD29	RNU29	U29	9297	
SNORD30	RNU30	U30	9299	ENSG00000277846
SNORD31	RNU31	U31, SNORD31A	9298	
SNORD31B			109616978	
SNORD32A	RNU32	U32, U32A	26819	ENSG00000201675
SNORD32B		U32B	692092	ENSG00000201330
SNORD33	RNU33	U33	26818	ENSG00000199631
SNORD34	RNU34	U34	26817	ENSG00000202503
SNORD35A	RNU35	U35, RNU35A	26816	ENSG00000200259
SNORD35B	RNU35B	U35B	84546	ENSG00000200530
SNORD36A	RNU36A	U36a	26815	ENSG00000199744
SNORD36B	RNU36B	U36b	26814	ENSG00000200831
SNORD36C	RNU36C	U36c	26813	ENSG00000252542
SNORD37	RNU37	U37	26812	ENSG00000206775
SNORD38A	RNU38A	U38A	94162	ENSG00000202031
SNORD38B	RNU38B	U38B	94163	ENSG00000207421
SNORD38C			109617024	
SNORD38D			109616979	
SNORD39~withdrawn				
SNORD41	RNU41	U41	26810	ENSG00000209702
SNORD42A	RNU42A	U42	26809	ENSG00000238649
SNORD42B	RNU42B	U42B	26808	ENSG00000238423
SNORD43	RNU43	U43	26807	ENSG00000263764
SNORD44	RNU44	U44	26806	
SNORD45A	RNU45A	U45a	26805	ENSG00000207241
SNORD45B	RNU45B	U45b	26804	ENSG00000201487
SNORD45C		U45C	692085	ENSG00000206620
SNORD46	RNU46, RNU40	U46, U40	94161	ENSG00000200913
SNORD47	RNU47	U47	26802	
SNORD48	RNU48	U48	26801	ENSG00000201823
SNORD49A	RNU49	U49, U49A	26800	ENSG00000277370
SNORD49B		U49B	692087	ENSG00000277108
SNORD50A	RNU50	U50	26799	
SNORD50B		U50B	692088	ENSG00000275072
SNORD51	RNU51	U51	26798	ENSG00000207047
SNORD52	RNU52	U52	26797	ENSG00000201754
SNORD53	RNU53	U53, SNORD53A	26796	ENSG00000265145
SNORD53B			109617012	
SNORD54	RNU54	U54	26795	ENSG00000238650
SNORD55	RNU55, RNU39, SNORD39	U55, U39	26811	ENSG00000264294
SNORD56	RNU56	U56	26793	ENSG00000229686
SNORD56B	RNU56B		319139	ENSG00000207444
SNORD57	RNU57	U57	26792	ENSG00000226572
SNORD58A	RNU58A	U58a	26791	ENSG00000206602
SNORD58B	RNU58B	U58b	26790	ENSG00000271982
SNORD58C			100124516	ENSG00000202093
SNORD59A	RNU59	U59	26789	ENSG00000207031
SNORD59B		U59B	692090	
SNORD60	RNU60	U60	26788	ENSG00000206630
SNORD61	RNU61	U61, HBII-342	26787	ENSG00000206979
SNORD62A	RNU62	U62, U62A	26786	ENSG00000235284
SNORD62B		U62, U62B	692093	ENSG00000231587
SNORD63	RNU63	U63, SNORD63A	26785	ENSG00000206989
SNORD63B			109617013	
SNORD64		HBII-13	347686	ENSG00000276610
SNORD65		HBII-135, SNORD65A	692106	ENSG00000277512
SNORD65B			109616980	
SNORD65C			109616981	
SNORD66		HBII-142	692107	ENSG00000212158
SNORD67		HBII-166	692108	ENSG00000212135
SNORD68		HBII-202	606500	ENSG00000200084
SNORD69		HBII-210	692109	ENSG00000212452
SNORD70		HBII-234, SNORD70A	692110	ENSG00000212534
SNORD70B			109616995	
SNORD71	MIRN768	HBII-239, hsa-mir-768	692111	ENSG00000223224
SNORD72		HBII-240	619564	ENSG00000212296
SNORD73A	RNU73	U73a, RNU73A	8944	ENSG00000208797
SNORD73B	RNU73B	U73B	114655	ENSG00000201264
SNORD74		U74, Z18, SNORD74A	619498	
SNORD74B			109617014	
SNORD75		U75	692195	
SNORD76		U76	692196	
SNORD77		U77, SNORD77A	692197	
SNORD77B			109616982	
SNORD78		U78	692198	
SNORD79	RNU103	Z22, U79	26770	
SNORD80	RNU100	Z15, U80	26774	
SNORD81	RNU104	Z23, U81	26769	
SNORD82	RNU82	Z25, U82	25826	ENSG00000202400
SNORD83A	RNU83A	U83A	116937	ENSG00000209482
SNORD83B	RNU83B	U83B	116938	ENSG00000209480
SNORD84		U84	692199	ENSG00000265236
SNORD86		U86	692201	ENSG00000212498
SNORD87		HBII-276, U87	641648	ENSG00000254341
SNORD88A		HBII-180A	692202	ENSG00000221241
SNORD88B		HBII-180B	692203	ENSG00000221381
SNORD88C		HBII-180C	692204	ENSG00000220988
SNORD89		HBII-289	692205	ENSG00000212283
SNORD90		HBII-295	692206	ENSG00000212447
SNORD91A		HBII-296a	692207	ENSG00000212163
SNORD91B		HBII-296b	692208	ENSG00000275084
SNORD92		HBII-316	692209	ENSG00000264994
SNORD93		HBII-336	692210	ENSG00000221740
SNORD94		U94	692225	ENSG00000208772
SNORD95		U95	619570	ENSG00000264549
SNORD96A		U96a	619571	ENSG00000272296
SNORD96B		U96b	692226	ENSG00000208883
SNORD97		U97	692223	ENSG00000238622
SNORD98		HBII-419	692211	ENSG00000283551
SNORD99		HBII-420	692212	ENSG00000221539
SNORD100		HBII-429	594838	ENSG00000221500
SNORD101		U101	594837	ENSG00000206754
SNORD102	RNU102	U102	26771	ENSG00000207500
SNORD103A		U103	692234	
SNORD103B		U103B	692235	
SNORD103C	SNORD85	HBII-251	692200	
SNORD104		U104	692227	ENSG00000199753
SNORD105		U105	692229	ENSG00000209645
SNORD105B			100113382	ENSG00000238531
SNORD107		HBII-436	91380	ENSG00000276314
SNORD108		HBII-437	338427	ENSG00000239014
SNORD109A		HBII-438a	338428	ENSG00000274640
SNORD109B		HBII-438b	338429	ENSG00000239169
SNORD110		HBII-55	692213	ENSG00000221116
SNORD111		HBII-82	692214	ENSG00000221066
SNORD111B	MIR3647	hsa-mir-3647	100113402	ENSG00000221514
SNORD112		14q(0)	692215	ENSG00000275662
SNORD113-1		14q(I-1)	767561	ENSG00000202191
SNORD113-2		14q(I-2)	767562	ENSG00000212384
SNORD113-3		14q(I-3)	767563	ENSG00000201700
SNORD113-4		14q(I-4)	767564	ENSG00000201672
SNORD113-5		14q(I-5)	767565	ENSG00000272474
SNORD113-6		14q(I-6)	767566	ENSG00000200215
SNORD113-7		14q(I-7)	767567	ENSG00000200632
SNORD113-8		14q(I-8)	767568	ENSG00000200367
SNORD113-9		14q(I-9)	767569	ENSG00000201950
SNORD113@~withdrawn				
SNORD114-1		14q(II-1)	767577	ENSG00000199575
SNORD114-2		14q(II-2)	767578	ENSG00000200823
SNORD114-3		14q(II-3)	767579	ENSG00000201839
SNORD114-4		14q(II-4)	767580	ENSG00000200832
SNORD114-5		14q(II-5)	767581	ENSG00000199798
SNORD114-6		14q(II-6)	767582	ENSG00000201263
SNORD114-7		14q(II-7)	767583	ENSG00000199390
SNORD114-8		14q(II-8)	767584	
SNORD114-9		14q(II-9)	767585	ENSG00000201240
SNORD114-10		14q(II-10)	767588	ENSG00000200279
SNORD114-11		14q(II-11)	767589	ENSG00000200608
SNORD114-12		14q(II-12)	767590	ENSG00000202270
SNORD114-13		14q(II-13)	767591	ENSG00000201247
SNORD114-14		14q(II-14)	767592	ENSG00000199593
SNORD114-15		14q(II-15)	767593	ENSG00000201557
SNORD114-16		14q(II-16)	767594	ENSG00000199914
SNORD114-17		14q(II-17)	767595	ENSG00000201569
SNORD114-18		14q(II-18)	767596	ENSG00000202142
SNORD114-19		14q(II-19)	767597	ENSG00000199942
SNORD114-20		14q(II-20)	767598	ENSG00000202048
SNORD114-21		14q(II-21)	767599	ENSG00000272344
SNORD114-22		14q(II-22)	767600	ENSG00000202293
SNORD114-23		14q(II-23)	767603	ENSG00000200406
SNORD114-24		14q(II-24)	767604	ENSG00000201899
SNORD114-25		14q(II-25)	767605	ENSG00000200612
SNORD114-26		14q(II-26)	767606	ENSG00000200413
SNORD114-27		14q(II-27)	767608	ENSG00000200636
SNORD114-28		14q(II-28)	767609	ENSG00000200480
SNORD114-29		14q(II-29)	767610	ENSG00000201689
SNORD114-30		14q(II-30)	767611	ENSG00000201318
SNORD114-31		14q(II-31)	767612	ENSG00000200089
SNORD114@~withdrawn				
SNORD115-1		HBII-52-1	338433	ENSG00000201831
SNORD115-2		HBII-52-2	100033437	ENSG00000199712
SNORD115-3		HBII-52-3	100033440	ENSG00000199970
SNORD115-4		HBII-52-4	100033441	ENSG00000200680
SNORD115-5		HBII-52-5	100033442	ENSG00000200503
SNORD115-6		HBII-52-6	100033443	ENSG00000200812
SNORD115-7		HBII-52-7	100033444	ENSG00000278089
SNORD115-8		HBII-52-8	100033445	ENSG00000200726
SNORD115-9		HBII-52-9	100033446	ENSG00000199782
SNORD115-10		HBII-52-10	100033447	ENSG00000201943
SNORD115-11		HBII-52-11	100033448	ENSG00000200486
SNORD115-12		HBII-52-12	100033449	ENSG00000199453
SNORD115-13		HBII-52-13	100033450	ENSG00000273835
SNORD115-14		HBII-52-14	100033451	ENSG00000199960
SNORD115-15		HBII-52-15	100033453	ENSG00000201679
SNORD115-16		HBII-52-16	100033454	ENSG00000200757
SNORD115-17		HBII-52-17	100033455	ENSG00000201482
SNORD115-18		HBII-52-18	100033456	ENSG00000200163
SNORD115-19		HBII-52-19	100033458	ENSG00000199968
SNORD115-20		HBII-52-20	100033460	ENSG00000201969
SNORD115-21		HBII-52-21	100033603	ENSG00000199833
SNORD115-22		HBII-52-22	100033799	ENSG00000201326
SNORD115-23		HBII-52-23	100033800	ENSG00000201331
SNORD115-24		HBII-52-24	100036563	ENSG00000200398
SNORD115-25		HBII-52-25	100033801	ENSG00000199489
SNORD115-26		HBII-52-26	100033802	ENSG00000275524
SNORD115-27		HBII-52-27	100036564	ENSG00000201300
SNORD115-28		HBII-52-28	100036565	ENSG00000200801
SNORD115-29		HBII-52-29	100033803	ENSG00000199704
SNORD115-30		HBII-52-30	100033804	ENSG00000200987
SNORD115-31		HBII-52-31	100033805	ENSG00000202188
SNORD115-32		HBII-52-32	100033806	ENSG00000200949
SNORD115-33		HBII-52-33	100033807	ENSG00000200593
SNORD115-34		HBII-52-34	100033808	ENSG00000199311
SNORD115-35		HBII-52-35	100033809	ENSG00000201992
SNORD115-36		HBII-52-36	100033810	ENSG00000202499
SNORD115-37		HBII-52-37	100033811	ENSG00000200638
SNORD115-38		HBII-52-38	100033812	ENSG00000201907
SNORD115-39		HBII-52-39	100033813	ENSG00000200564
SNORD115-40		HBII-52-40	100033814	ENSG00000272460
SNORD115-41		HBII-52-41	100033815	ENSG00000200478
SNORD115-42		HBII-52-42	100033816	ENSG00000201143
SNORD115-43		HBII-52-43	100033817	ENSG00000202373
SNORD115-44		HBII-52-44	100033818	ENSG00000202261
SNORD115-45		HBII-52-45, SNORD115-48	100036566	ENSG00000212380
SNORD115-46		HBII-52-46	100873857	
SNORD115-47		HBII-52-47	100036567	ENSG00000212528
SNORD115-48		HBII-52-48	100033822	ENSG00000201634
SNORD115@~withdrawn				
SNORD116-1		HBII-85-1	100033413	ENSG00000207063
SNORD116-2		HBII-85-2	100033414	ENSG00000207001
SNORD116-3		HBII-85-3	100033415	ENSG00000207014
SNORD116-4		HBII-85-4	100033416	ENSG00000275529
SNORD116-5		HBII-85-5	100033417	ENSG00000207191
SNORD116-6		HBII-85-6	100033418	ENSG00000207442
SNORD116-7		HBII-85-7	100033419	ENSG00000207133
SNORD116-8		HBII-85-8	100033420	ENSG00000207093
SNORD116-9		HBII-85-9	100033421	ENSG00000206727
SNORD116-10		HBII-85-10	100033422	ENSG00000200661
SNORD116-11		HBII-85-11	100033423	ENSG00000206609
SNORD116-12		HBII-85-12	100033424	ENSG00000207197
SNORD116-13		HBII-85-13	100033425	ENSG00000207137
SNORD116-14		HBII-85-14	100033426	ENSG00000206621
SNORD116-15		HBII-85-15	100033427	ENSG00000207174
SNORD116-16		HBII-85-16	100033428	ENSG00000207263
SNORD116-17		HBII-85-17	100033429	ENSG00000206656
SNORD116-18		HBII-85-18	100033430	ENSG00000206688
SNORD116-19		HBII-85-19	727708	ENSG00000207460
SNORD116-20		HBII-85-20	100033431	ENSG00000278715
SNORD116-21		HBII-85-21	100033432	ENSG00000277785
SNORD116-22		HBII-85-22	100033433	ENSG00000275127
SNORD116-23		HBII-85-23	100033434	ENSG00000207375
SNORD116-24		HBII-85-24	100033435	ENSG00000207279
SNORD116-25		HBII-85-25	100033436	ENSG00000252326
SNORD116-26		HBII-85-26	100033438	ENSG00000251815
SNORD116-27		HBII-85-27	100033439	ENSG00000251896
SNORD116-28		HBII-85-28	100033820	ENSG00000278123
SNORD116-29		HBII-85-29	100033821	ENSG00000207245
SNORD116-30		HBII-85-30	100873856	ENSG00000252277
SNORD116@	PWCR1	HBII-85, PET1	692236	
SNORD117		U83	692233	ENSG00000201785
SNORD118		U8	727676	ENSG00000200463
SNORD119			100113378	
SNORD121A			100113379	ENSG00000238886
SNORD121B			101340252	ENSG00000238300
SNORD123			100113384	ENSG00000239112
SNORD124			101340251	ENSG00000238793
SNORD125			100113380	ENSG00000239127
SNORD126	MIR1201, MIRN1201	hsa-mir-1201	100113391	ENSG00000238344
SNORD127			100113389	ENSG00000239043
SNORD128		ZL43	106632271	
SNORD129			106635547	
SNORD130			106635548	
SNORD131			106635549	
SNORD132			106635550	
SNORD133		ZL42, ggn68	106633800	
SNORD134		ZL12	106633803	
SNORD135		ZL2	106633804	
SNORD136		ZL26	106633805	
SNORD137			106635615	
SNORD138	MIR3607	hsa-mir-3607	109623460	
SNORD139			116936	
SNORD140			106635682	
SNORD141A			106635683	
SNORD141B			106635684	
SNORD142	SNORA85, SNORD174	ZL68	106633806	
SNORD143	SNORA96, SNORD171	ZL5	106633808	
SNORD144	SNORA97	ZL6	106633809	
SNORD145			109623472	
SNORD146			109623484	
SNORD147			109623465	
SNORD148			109623466	
SNORD149			109623485	
SNORD150			109623467	
SNORD151			109623468	
SNORD152			109623473	
SNORD153			109623486	
SNORD154			109623474	
SNORD155			109623450	
SNORD156			109623475	
SNORD157			109623451	
SNORD158			109623470	
SNORD159			109623452	
SNORD160			109623476	
SNORD161			109623453	
SNORD162			109623454	
SNORD163			109623477	
SNORD164			109623487	
SNORD165			109623455	
SNORD166			109623478	
SNORD167			109623456	
SNORD168			109623457	
SNORD169			109623479	
SNORD170			109623458	
SNORD171~withdrawn				
SNORD172			109623471	
SNORD173			109623480	
SNORD174~withdrawn				
SNORD175			109623469	
SNPH		bA314N13.5	9751	ENSG00000101298
SNRK		FLJ20224, HSNFRK, KIAA0096	54861	ENSG00000163788
SNRK-AS1	100873954	ENSG00000234617
SNRNP25	C16orf33	U11/U12-25K	79622	ENSG00000161981
SNRNP27		RY1, U4/U6.U5-27K	11017	ENSG00000124380
SNRNP35		U1SNRNPBP	11066	ENSG00000184209
SNRNP40	WDR57	PRP8BP, SPF38, PRPF8BP, HPRP8BP	9410	ENSG00000060688
SNRNP48	C6orf151	FLJ32234, dJ512B11.2, dJ336K20B.1	154007	ENSG00000168566
