Gene Name,Gene ID
psme1,5720
psme2,5721
tas2r38,5726
ptch1,5727
ptafr,5724
ptbp1,5725
crygn,155051
znf425,155054
ror2,4920
100132762,100132762
100132764,100132764
400169,400169
fdcsp,260436
pydc1,260434
mpig6b,80739
vwa7,80737
slc44a4,80736
thsd7b,80731
401312,401312
200830,200830
401317,401317
ptp4a1,7803
dnali1,7802
laptm5,7805
lrp8,7804
bsnd,7809
defb128,245939
defb125,245938
defb124,245937
defb123,245936
defb122,245935
defb121,245934
defb119,245932
defb117,245931
defb116,245930
pdf,64146
kif9,64147
rbsn,64145
c17orf75,64149
rnf34,80196
tmem254,80195
tmem134,80194
or2ap1,121129
mus81,80198
nbpf12,149013
100129115,100129115
lelp1,149018
linc02389,400046
linc02381,400043
ticam2,353376
nags,162417
ddx53,168400
sbk3,100130827
100130825,100130825
ccng1p1,100130820
enoph1,58478
igll5,100423062
eef1b2,1933
eef1g,1937
eef1d,1936
rbpjp4,58163
eif2d,1939
eef2,1938
aldoap1,391538
krt71,112802
b4galnt4,338707
100129119,100129119
mrfap1l1,114932
tp53inp2,58476
stam2,10254
pet100,100131801
milr1,284021
tex49,255411
linc02159,285629
285628,285628
ccdc27,148870
285626,285626
nbpf22p,285622
mamdc2,256691
apcdd1,147495
158863,158863
zdhhc15,158866
ido2,169355
clptm1,1209
clps,1208
clns1a,1207
argfx,503582
cln3,1201
tpp1,1200
cln5,1203
hrh4,59340
trpv4,59341
scpep1,59342
ptmap5,150928
aloxe3,59344
gnb4,59345
tpt1p8,59347
znf350,59348
klhl12,59349
tcf23,150921
fam102a,399665
mex3d,399664
or2m1p,388762
or14a2,388761
znf321p,399669
smim10l2a,399668
dhrs4-as1,55449
55448,55448
ubtd1,80019
ddx58,23586
bfsp2,8419
cmahp,8418
ecd,11319
gpr182,11318
100129617,100129617
bcar3,8412
eea1,8411
283701,283701
stx7,8417
anxa9,8416
klhdc2,23588
ppbpp1,728045
cntnap3b,728577
adcy10p1,221442
728573,728573
kiaa0087,9808
pxylp1,92370
spock2,9806
scrn1,9805
tomm20,9804
dazap2,9802
mrpl19,9801
znf726,730087
mipepp3,650794
slc25a21,89874
nlrp5,126206
nlrp8,126205
trim15,89870
znf787,126208
149832,149832
prnt,149830
linc00654,149837
or10j1,26476
sez6l2,26470
nupr1,26471
ppp1r14b,26472
rny4p11,100379288
clpsl2,389383
lap3p2,389386
bnip5,389384
729792,729792
ftx,100302692
linc00184,100302691
pcdhb6,56130
duxap2,503631
pcdhb4,56131
duxap8,503637
duxap7,503636
duxap10,503639
401324,401324
pcdha11,56138
pcdha10,56139
oprpn,58503
sth,246744
pglyrp2,114770
pglyrp3,114771
cfc1,55997
nxf4,55999
rplp0p6,220717
rps26p32,389472
slc35b4,84912
wbp2nl,164684
podnl1,79883
zc3h14,79882
rpl37p2,116730
map9,79884
plbd1,79887
caap1,79886
lpcat1,79888
wdr48,57599
bahcc1,57597
begain,57596
pdzd4,57595
homez,57594
ebf4,57593
znf687,57592
mrtfa,57591
wdfy1,57590
ifitm4p,340198
polr1e,64425
zmat2,153527
ttc31,64427
suds3,64426
dclre1c,64421
susd1,64420
inf2,64423
atg3,64422
zdhhc6,64429
ciao3,64428
rubcnl,80183
rps15ap28,100132400
nbpf10,100132406
potea,340441
pdzd7,79955
cep76,79959
fam227b,196951
f13b,2165
themis,387357
4950,4950
ocm2,4951
gars,2617
gapdhp1,2616
lrrc32,2615
plaat5,117245
vn2r6p,100033395
gas1,2619
gart,2618
kdelc1p1,100144494
100287917,100287917
msrb1p1,441849
spice1,152185
spaar,158376
hoga1,112817
glt6d1,360203
tmprss9,360200
prac2,360205
rhbdl1,9028
rnf8,9025
brsk2,9024
nat8,9027
hip1r,9026
socs3,9021
map3k14,9020
ch25h,9023
clic3,9022
cd27-as1,678655
khdc4,22889
ubox5,22888
ankrd6,22881
morc2,22880
clstn1,22883
zhx2,22882
ablim3,22885
wdr37,22884
foxj3,22887
myocd,93649
notum,147111
igfbpl1,347252
prcd,768206
rabgap1,23637
tspan33,340348
tbc1d24,57465
pebp4,157310
cdca2,157313
cycsp55,157317
mme,4311
ct75,440934
mmp2,4313
mmp3,4314
mmp7,4316
mmp8,4317
mmp9,4318
mmp10,4319
tab3,257397
linc02223,646241
cxadrp2,646243
snx18p2,642952
100129198,100129198
hla-dqb1,3119
hla-dqa2,3118
hla-dqa1,3117
hla-dpb2,3116
hla-dpb1,3115
rps12,6206
100129194,100129194
zscan16-as1,100129195
hla-doa,3111
mnx1,3110
or4p1p,79308
bend7,222389
smarcal1,50485
gap43,2596
msantd3-tmeff1,100526694
257152,257152
728549,728549
trim14,9830
znf623,9831
fgd2,221472
644075,644075
fbxl2,25827
prdx5,25824
glycam1,644076
dnajb5,25822
gsg1l2,644070
arih1,25820
mto1,25821
tbc1d10c,374403
txn2,25828
dnajb13,374407
145663,145663
mmp1,4312
652022,652022
rrp8,23378
ice1,23379
641737,641737
arhgef18,23370
tns2,23371
crtc1,23373
or10r2,343406
klhl11,55175
spink9,643394
or5al1,79482
rpl15p11,402694
pop4,10775
100288114,100288114
652799,652799
441067,441067
gusbp8,441066
100133286,100133286
100287132,100287132
nt5c1b,93034
fam3d,131177
sox9,6662
sox10,6663
sox5,6660
sox5p1,6661
sox12,6666
sp1,6667
sox11,6664
sox15,6665
100288847,100288847
linc02685,221122
alkbh3,221120
znf613,79898
fkbp1ap3,2284
388813,388813
stk35,140901
r3hdml,140902
ldhal6cp,121498
mrps25,64432
linc00244,64433
galt,2592
actr6,64431
nutf2p4,128322
fam86jp,100125556
440330,440330
smim22,440335
440337,440337
chkb,1120
rnasel,6041
chm,1121
chml,1122
cyb5r2,51700
chn1,1123
rab3c,115827
pcm1,5108
bcl2l11,10018
rbm41,55285
pcdh8,5100
pcdh9,5101
pck2,5106
serpina5,5104
pck1,5105
tmem40,55287
100127891,100127891
pdzd9,255762
acoxl,55289
rhot1,55288
100506032,100506032
mpzl3,196264
dcaf4l1,285429
iqcm,285423
285422,285422
fam174b,400451
400454,400454
linc01197,400456
henmt1,113802
643806,643806
krtap24-1,643803
643802,643802
klk3,354
pdzk1p1,100034743
ecrg4,84417
cystm1,84418
c15orf48,84419
mis18bp1,55320
552852,552852
susd3,203328
linc00251,552859
cd52,1043
cdsn,1041
cds1,1040
clgn,1047
cdx4,1046
plxnb1,5364
cdx1,1044
pmchl1,5369
ufd1,7353
or9g1,390174
znf324b,388569
ervfrd-2,388560
znf761,388561
tmem238,388564
znf470,388566
znf749,388567
442017,442017
ikzf2,22807
ikzf3,22806
bcl9l,283149
linc02762,283140
linc00900,283143
or11h2,79334
znf726p1,7618
hla-dra,3122
znf66,7617
agap2-as1,100130776
hla-drb2,3124
rps2p50,729842
hs6st1p1,388605
pom121l1p,25812
lcn6,158062
ak8,158067
lims4,100288695
snord89,692205
ipo7p1,100129708
snord86,692201
ecscr,641700
snord92,692209
100129707,100129707
lipf,8513
snord115-48,100033822
psmb1,5689
psma7,5688
psma4,5685
psma3,5684
psma6,5687
psma5,5686
pskh1,5681
psg11,5680
psma2,5683
psma1,5682
mrgpre,116534
mrgprf,116535
linc00597,81698
or2b2,81697
or5v1,81696
amn,81693
gip,2695
rexo5,81691
erlec1p1,100288870
ghrhr,2692
ret,5979
hscb,150274
renbp,5973
ren,5972
relb,5971
16153,16153
dpf2,5977
upf1,5976
slc22a7,10864
ctnnbip1,56998
adamts9,56999
ldah,60526
sfxn5,94097
acsm1,116285
kif15,56992
tomm22,56993
chpt1,56994
tulp4,56995
slc12a9,56996
coq8a,56997
smcr8,140775
rbm17p1,100133330
znf770,54989
nap1l6,645996
or2at4,341152
ncf4,4689
kiaa1191,57179
vav1,7409
fer1l5,90342
krt28,162605
dlgap1,9229
dlgap2,9228
lrat,9227
magi1,9223
nolc1,9221
tiaf1,9220
149194,149194
qrich1,54870
palmd,54873
cntln,54875
fnbp1l,54874
zcchc2,54877
dcaf16,54876
st7l,54879
dpp8,54878
nmtrq-ttg1-1,100189475
znf843,283933
fbxl19-as1,283932
dennd4a,10260
igsf6,10261
sf3b4,10262
cdk2ap2,10263
irx5,10265
ramp2,10266
ramp1,10267
ramp3,10268
zmpste24,10269
cmc1,152100
baalc-as2,157556
mib2,142678
dusp19,142679
c12orf75,387882
100036519,100036519
cfap73,387885
100129098,100129098
ptbp1p,122888
snora66,26782
snora65,26783
gtf2h3,2967
snora67,26781
snord62a,26786
snord61,26787
snora64,26784
snord63,26785
snord60,26788
snord59a,26789
gtf2i,2969
gtf2h4,2968
ppdpf,79144
chchd7,79145
fkrp,79147
ccdc28b,79140
phf23,79142
mboat7,79143
mmp28,79148
zscan5a,79149
ccdc153,283152
akap17a,8227
brca2,675
brca1,672
729926,729926
151484,151484
lair2,3904
znf56,7608
cables1,91768
hmcn2,256158
or10h3,26532
149401,149401
iqcf3,401067
403323,403323
100128325,100128325
chmp5,51510
etv7,51513
gtse1,51512
dtl,51514
nckipsd,51517
or10h2,26538
ddah1,23576
23574,23574
il21,59067
slc2a4rg,56731
cx3cr1,1524
metap1,23173
tex28,1527
100128009,100128009
cep68,23177
ctsz,1522
lpin1,23175
100128006,100128006
100128003,100128003
100128002,100128002
rinl,126432
fbxo27,126433
thap12p1,728748
100287333,100287333
100287335,100287335
729218,729218
linc02213,389273
oxct2p1,192217
rpap1,26015
728743,728743
dusp27,92235
igsf8,93185
pigm,93183
adam21p1,145241
cplx4,339302
fabp5p1,387934
b3gat1,27087
pds5b,23047
729291,729291
sfxn1,94081
pitpnc1,26207
spag8,26206
gmeb2,26205
gatb,5188
646976,646976
acsm2b,348158
kcna4,3739
kcna3,3738
kcna2,3737
kcna1,3736
kars,3735
dbp,1628
cd82,3732
anos1,3730
ntsr1,4923
nts,4922
ddr2,4921
extl2,2135
nup88,4927
numa1,4926
ewsr1,2130
ext1,2131
mrm1,79922
nanog,79923
nr4a2,4929
tceal4,79921
646836,646836
adm2,79924
spef2,79925
anp32bp1,646791
ttc21b,79809
myt1l,23040
or7e159p,403299
znrf3,84133
usp42,84132
ngfr,4804
adgrf2,222611
nhlh1,4807
nek11,79858
nhlh2,4808
carf,79800
cdca5,113130
mrs2,57380
rhoj,57381
snrpd2p2,645339
cyp51a1p1,83528
erh,2079
kif21b,23046
arhgap31,57514
mab21l2,10586
nsmf,26012
l3mbtl1,26013
yy1p2,647012
kctd9p3,647013
spats2l,26010
153811,153811
tnik,23043
643923,643923
pirc10,100313783
mir718,100313781
vamp1,6843
svil,6840
mon2,23041
xcl2,6846
mxd4,10608
vamp2,6844
vamp7,6845
tubb8,347688
sox2-ot,347689
bcl11b,64919
snord64,347686
gng5p2,347687
646970,646970
upf2,26019
osbpl9,114883
slpi,6590
snai2,6591
rpl24p5,100129017
smarca1,6594
smarca2,6595
hltf,6596
smarca4,6597
smarcb1,6598
smarcc1,6599
far2p1,440905
linc01191,440900
mestit1,317751
abhd3,171586
nhp2,55651
glmp,112770
kctd12,115207
atg4a,115201
ankrd45,339416
oma1,115209
ctss,1520
vasp,7408
hip1,3092
hic1,3090
hif1a,3091
hivep1,3096
hivep2,3097
hint1,3094
hk1,3098
hk2,3099
643210,643210
fbh1,84893
ado,84890
zscan10,84891
atad1,84896
tbrg1,84897
lingo1,84894
miga2,84895
plxdc2,84898
tmtc4,84899
magea2,4101
magea1,4100
magea4,4103
magea3,4102
magea6,4105
magea8,4107
magea10,4109
magea9,4108
atp6v0cp3,442211
ptchd4,442213
eef1a1p42,442215
ddx25,29118
rps17p5,442216
armc1,55156
sdad1,55153
tmco6,55374
slc7a10,56301
itprid2,6744
adad1,132612
sap30bp,29115
ighg4,3503
100286925,100286925
ankrd26p1,124149
100507229,100507229
zfand2b,130617
100288092,100288092
tmem198,130612
652614,652614
mir1-1hg,128826
cst9l,128821
cst9,128822
ms4a15,219995
oosp2,219990
rps16p2,402069
calcoco1,57658
tmem170a,124491
kctd3,51133
slc25a6p1,128790
krtap21-3,100288323
100288320,100288320
tmem51-as1,200197
c6orf141,135398
rnase6,6039
rnase4,6038
rn7sl7p,6033
rnase3,6037
rnase2,6036
rnase1,6035
krtap9-9,81870
nr1h3,10062
cox17,10063
abcc9,10060
abcf2,10061
scamp2,10066
vdac1p2,10064
642335,642335
hapln4,404037
il18bp,10068
tha1p,390816
404033,404033
rasa4dp,100133005
uqcrh,7388
urod,7389
401602,401602
upk3a,7380
uqcrb,7381
fgd4,121512
fam27e2,100289124
uqcrc2,7385
igfbp7-as1,255130
linc00479,150135
asb3,51130
leng9,94059
nobox,135935
spred2,200734
tmem139,135932
elof1,84337
tmem101,84336
akt1s1,84335
coa8,84334
ankrd24,170961
znf721,170960
mcrip2,84331
znf414,84330
rpl18ap11,100127999
agap14p,653259
mst1,4485
mst1r,4486
msx1,4487
slc25a43,203427
msr1,4481
msra,4482
fam226a,203429
653252,653252
msx2,4488
mt1a,4489
pdp1,54704
chchd2p2,728324
hmgn1p21,728325
linc02667,728327
linc01881,728323
pla2g1b,5319
pkp2,5318
pklr,5313
pkd2,5311
pkd1,5310
pkp1,5317
pknox1,5316
pkm,5315
pkhd1,5314
rasal2-as1,100302401
rpl8p5,100271044
spdye4,388333
tmem220,388335
shisa6,388336
100129397,100129397
gpr15,2838
dido1,11083
esm1,11082
kera,11081
dnajb4,11080
adam29,11086
adam30,11085
id1,3397
tfpt,29844
linc00529,83647
selenoo,83642
ccdc3,83643
tfcp2l1,29842
senp1,29843
fam167a,83648
hspa8p8,100287551
smc6,79677
100287552,100287552
100129648,100129648
729879,729879
100131929,100131929
tchhl1,126637
bhlha9,727857
vtcn1,79679
cracr2b,283229
dpf3,8110
gpr68,8111
snora10,574042
snora6,574040
100130436,100130436
lurap1,541468
c5orf22,55322
plk5,126520
c19orf47,126526
rpl19p18,100271288
ct45a6,541465
ct45a1,541466
541467,541467
linc01556,729583
dirc3,729582
729580,729580
eddm3cp,266643
hsp90ab4p,664618
ufsp2,55325
trib2,28951
or8u1,219417
ccdc22,28952
dexi,28955
rem1,28954
mrps28,28957
lamtor2,28956
tmem176b,28959
coa3,28958
vars,7407
clrn1,7401
kdm6a,7403
utrn,7402
satb2-as1,150538
fam223b,286967
647115,647115
or2l5,81466
snx33,257364
trv-cac1-5,100049614
c11orf74,119710
minar2,100127206
or2g3,81469
rimbp3c,150221
wdr53,348793
rbm33,155435
ppiap26,121981
adamts12,81792
tlr10,81793
rnf170,81790
slco5a1,81796
or12d3,81797
adamts10,81794
trmt10b,158234
414300,414300
ddi1,414301
fmo5,2330
fmod,2331
fmr1,2332
aff2,2334
fn1,2335
rdm1,201299
fnta,2339
unc13d,201294
ccdc43,124808
trim65,201292
100131650,100131650
100132292,100132292
asb4,51666
fbxo15,201456
apobec3d,140564
730961,730961
tmprss12,283471
fshb,2488
frzb,2487
brox,148362
frg1,2483
2480,2480
2481,2481
ralgapb,57148
lyrm1,57149
dmrta2,63950
dmrta1,63951
rnpepl1,57140
rtn4,57142
adck1,57143
pak5,57144
rpl21p80,100133273
tmem159,57146
scyl3,57147
rbmx2p5,391804
rhbdl3,162494
bzw1p2,151579
krt18p45,391803
lhpp,64077
cdh23,64072
c19orf33,64073
slc28a3,64078
dnttip1,116092
53393,53393
mbd3l2,125997
100132874,100132874
tsga10ip,254187
90024,90024
ube3d,90025
tmem72-as1,220980
olfm1,10439
c1d,10438
cd83,9308
snord22,9304
tmem147,10430
socs6,9306
rbm14,10432
snord28,9300
snord27,9301
snord26,9302
snord25,9303
kansl2,54934
dusp23,54935
adprhl2,54936
sohlh2,54937
haus4,54930
trmt10c,54931
exd3,54932
rhbdl2,54933
sars2,54938
commd4,54939
hist1h2ag,8969
hist1h3f,8968
uqcrc1,7384
tnks2,80351
lpal2,80350
rnf39,80352
dcst1,149095
smim27,100129250
100129258,100129258
procr,10544
linc00691,152024
dctn2,10540
lamtor5,10542
fundc2p3,644625
prdx4,10549
tm9sf1,10548
tpte2p2,644623
cntfr-as1,415056
galntl5,168391
fbxl19,54620
vsig10,54621
stard6,147323
cdkl1,8814
dpm1,8813
parp14,54625
snx18,112574
map10,54627
mindy2,54629
myadml2,255275
sap30,8819
dpm2,8818
100129110,100129110
sipa1,6494
ski,6497
ttc14,151613
100129113,100129113
golga3,2802
golga4,2803
golga1,2800
golga2,2801
got2,2806
golgb1,2804
got1,2805
crygd,1421
crygc,1420
crygs,1427
cryz,1429
crym,1428
plekhb1,58473
sqor,58472
ms4a7,58475
srprb,58477
phf21b,112885
fto,79068
lrrc42,115353
fcrl3,115352
fcrl1,115350
mettl16,79066
atg9a,79065
tmem223,79064
c10orf82,143379
100130249,100130249
ubr1,197131
fam114a1,92689
golga8o,728047
patl2,197135
ct47a9,728042
ct47a8,728049
ostc,58505
arhgap22,58504
scaf1,58506
znf250,58500
atpaf2,91647
tdrd12,91646
642502,642502
cactin,58509
kmt2c,58508
ctso,1519
ctslp8,1518
ctsv,1515
ctsl,1514
ctslp2,1517
slc8b1,80024
ctsg,1511
ctse,1510
ctsk,1513
ctsh,1512
100128612,100128612
znf271p,10778
lrrc6,23639
bin2,51411
actl6b,51412
ssbp2,23635
pnrc2p1,100131261
nup62,23636
tjap1,93643
kcne5,23630
kpna6,23633
ca14,23632
tmem229a,730130
pfn1p1,730138
oxer1,165140
100128729,100128729
faim,55179
mrm3,55178
mrps10,55173
dnaaf2,55172
tbccd1,55171
prmt6,55170
rmdn3,55177
sec61a2,55176
100128726,100128726
100128727,100128727
aspg,374569
rpl6p1,440587
fam183a,440585
slc2a1-as1,440584
pou4f1,5457
wdfy2,115825
cwf19l1,55280
adamdec1,27299
acsl5,51703
gprc5b,51704
emcn,51705
cyb5r1,51706
c4orf19,55286
smpdl3b,27293
dimt1,27292
r3hcc1l,27291
spink4,27290
crcp,27297
tp53tg5,27296
pdlim3,27295
dhdh,27294
smg7,9887
rhobtb1,9886
osbpl2,9885
lrrc37a,9884
pom121,9883
tbc1d4,9882
trank1,9881
zbtb39,9880
zbed4,9889
linc00880,339894
gadl1,339896
apobr,55911
lcn1p1,286310
lancl2,55915
erbin,55914
cttnbp2nl,55917
nxt2,55916
389300,389300
rhpn1-as1,78998
lrfn4,78999
prr14,78994
smcr6,140772
cyren,78996
gdap1l1,78997
otub2,78990
pcyox1l,78991
acsm6,142827
rpl31p57,645993
unkl,64718
rpl10ap5,645998
synj2,8871
snora71c,677839
snora61,677838
snora60,677837
snora58,677836
snora56,677835
snora55,677834
snora54,677833
snora51,677831
snora50a,677830
pecr,55825
pag1,55824
dcaf6,55827
allc,55821
vps11,55823
exoc3l1,283849
ces4a,283848
selenos,55829
tmem14dp,645203
645202,645202
linc00693,645206
mcoln3,55283
senp3,26168
ift172,26160
rgs22,26166
pcdhb5,26167
mtg2,26164
spata31a7,26165
amigo1,57463
myorg,57462
isy1,57461
ppm1h,57460
hhatl,57467
scaf4,57466
dock11,139818
strip2,57464
pnma8b,57469
slc12a5,57468
mir2052hg,441355
nfya,4800
nfyb,4801
nfyc,4802
ngf,4803
lnx2,222484
tomm40l,84134
adgrg3,222487
shcbp1,79801
snu13,4809
hps6,79803
hhipl2,79802
vash2,79805
hand2-as1,79804
gstcd,79807
fam32a,26017
serinc1,57515
erg,2078
caskin2,57513
gpr158,57512
cog6,57511
xpo5,57510
ercc5,2073
ercc4,2072
ercc3,2071
eya4,2070
erf,2077
stard9,57519
ercc6,2074
100130121,100130121
poted,317754
snhg5,387066
440173,440173
usp41,373856
tesk2,10420
sec24b,10427
znf807,100129800
arih2,10425
ighmbp2,3508
3509,3509
644554,644554
222159,222159
ms4a14,84689
c9orf24,84688
ppp1r9b,84687
ighg3,3502
100422906,100422906
tmem50a,23585
hint2,84681
ighm,3507
lgi3,203190
tmem268,203197
tre-ctc10-1,100189532
fam83a-as1,100131726
100131727,100131727
linc00165,727701
treml4,285852
rpl7l1,285855
linc02537,285857
glyatl1p2,100129933
rpl10p10,100129930
100129931,100129931
100129936,100129936
100129935,100129935
ptgir,5739
100129938,100129938
fam177b,400823
pus3,83480
eppk1,83481
scrt1,83482
plvap,83483
stk32a,202374
dpp9-as1,100131094
tnrc6c-as1,100131096
100131091,100131091
100131099,100131099
mapk15,225689
100131654,100131654
znf236-dt,100131655
100124402,100124402
rex1bd,55049
pramef10,343071
pramef9,343070
capn5,726
c5,727
c4bpap2,724
c4bpb,725
c4bpa,722
c4a,720
c4b,721
c5ar1,728
c6,729
six1,6495
284926,284926
100129112,100129112
six3,6496
stil,6491
pmel,6490
sim2,6493
sim1,6492
100129118,100129118
shisa8,440829
skiv2l,6499
skil,6498
alg1l15p,730086
tafa2,338811
gng2,54331
aox2p,344454
kctd11,147040
cfap54,144535
vcy1b,353513
ccdc190,339512
401068,401068
hsp90ab5p,442083
cldn7,1366
tlx2,3196
tlx1,3195
hnrnpu,3192
hnrnpl,3191
hnrnpk,3190
spatc1,375686
hoxa2,3199
hoxa1,3198
myo1d,4642
tnfsf12-tnfsf13,407977
mir17hg,407975
100288511,100288511
tubb3p1,100288513
myo1e,4643
401480,401480
klhl22,84861
ptpn5,84867
tmem25,84866
ccdc142,84865
riox2,84864
cbr4,84869
havcr2,84868
kiaa2012-as1,729224
cops7b,64708
100287612,100287612
pigt,51604
srp9,6726
100506786,100506786
paqr3,152559
snrpf,6636
myo1c,4641
729220,729220
linc00514,283875
linc00921,283876
bricd5,283870
pgp,283871
linc01600,154386
or4a13p,81330
ubl4b,164153
nhlrc3,387921
serp2,387923
chac2,494143
slc25a51p4,494141
kiaa1958,158405
mir934,100126324
shoc1,158401
158402,158402
ucn2,90226
gbp1p1,400759
stom,2040
linc01144,400752
400750,400750
400756,400756
c1orf141,400757
ephb2,2048
phyhd1,254295
utp3,57050
tbx20,57057
10639,10639
sphar,10638
lefty1,10637
rgs14,10636
rad51ap1,10635
gas2l1,10634
rasl10a,10633
atp5mg,10632
postn,10631
pdpn,10630
spata6,54558
ing3,54556
sgtb,54557
wdr5b,54554
ddx49,54555
gnl3l,54552
mir4453hg,54553
necab2,54550
magel2,54551
100129831,100129831
ghrlos,100126793
ankrd22,118932
ccdc73,493860
ocm,654231
linc01743,255654
ccdc141,285025
cyp3a43,64816
100128582,100128582
arpc4,10093
arpc5,10092
ust,10090
actr2,10097
actr3,10096
arpc1b,10095
arpc3,10094
tspan3,10099
tspan5,10098
644006,644006
fam171a1,221061
rpp38-dt,221060
lysmd3,116068
tspear,54084
or10b1p,401903
54081,54081
tspear-as1,54082
54083,54083
linc00113,54088
linc00112,54089
ppm1n,147699
gcsaml,148823
729222,729222
rdh8,50700
btf3,689
klf5,688
bst2,684
klf9,687
brs3,680
gata3-as1,399717
bsg,682
ccnqp1,339521
or1e3,8389
or1e2,8388
or1e1,8387
or1d5,8386
tmco2,127391
znf684,127396
nme5,8382
or51a7,119687
or51l1,119682
151146,151146
slc35e2b,728661
728660,728660
cpox,1371
cpn2,1370
cps1,1373
gage12j,729396
cpt1a,1374
acod1,730249
cr1l,1379
cr1,1378
kif22,3835
qprt,23475
ethe1,23474
mir609,693194
rps10p18,100271349
wash6p,653440
tspyl4,23270
rplp2p4,100271347
chchd1,118487
flot2,2319
gtscr1,220158
smim17,147670
wdr12,55759
rcor3,55758
cutc,51076
fcf1,51077
cdk5rap2,55755
arcn1,372
memo1,51072
mrpl4,51073
tmem184c,55751
dera,51071
snord83b,116938
snord83a,116937
clrn1-as1,116933
med12l,116931
slc5a8,160728
ascc3,10973
fam72a,729533
cnot6lp1,729530
rpsap47,389672
washc2c,253725
100132062,100132062
100132240,100132240
100132244,100132244
npipb5,100132247
rps18p9,645958
cab39l,81617
fhl2,2274
vegfd,2277
ttty15,64595
anp32e,81611
rskr,124923
154449,154449
ezhip,340602
2459,2459
2451,2451
2450,2450
2452,2452
ift46,56912
c6orf120,387263
krtap5-3,387266
mt-nd4l,4539
krtap5-1,387264
spaca5,389852
usp27x,389856
tm6sf1,53346
ubash3a,53347
chic1,53344
tm6sf2,53345
il17d,53342
nudt9,53343
spa17,53340
zfyve1,53349
clca3p,9629
rgs6,9628
tob1-as1,400604
klk4,9622
celsr1,9620
sncaip,9627
guca1c,9626
aatk,9625
cfl1p3,100131874
100131878,100131878
cldn23,137075
linc00320,387486
med28,80306
fer1l4,80307
wdcp,80304
pex12,5193
trabd,80305
snrpn,6638
efhd1,80303
plekho2,80301
htr1f,3355
htr1e,3354
htr2b,3357
htr2a,3356
htr1b,3351
htr1a,3350
htr1d,3352
htr3a,3359
htr2c,3358
zeb1-as1,220930
flad1,80308
sphkap,80309
kir3dl3,115653
tnfrsf13c,115650
linc00294,283267
143188,143188
aqp4-as1,147429
h1foo,132243
rpl32p3,132241
ccer2,643669
psmc1p9,643668
c11orf40,143501
slc35g6,643664
or51e1,143503
qrfp,347148
fbxw8,26259
100129572,100129572
100129573,100129573
pebp1p3,100129570
slc25a24p1,727941
rhoxf2b,727940
or56b4,196335
tgm6,343641
iqce,23288
traj17,28738
kank2,25959
mtus2,23281
rwdd3,25950
ggtlc4p,729838
sec31b,25956
kiaa1107,23285
usp17l22,100287513
rps3ap53,100287512
kng1,3827
abca5,23461
hey1,23462
triqk,286144
gcat,23464
klrc2,3822
klrc1,3821
rnf5p1,286140
cbx5,23468
phf3,23469
286149,286149
dpy19l4,286148
dyrk2,8445
dusp11,8446
linc00524,338002
srrt,51593
nol8,55035
fkbp14,55033
ywhah,7533
adi1,55256
mrgbp,55257
tmem39a,55254
wdr41,55255
asxl2,55252
tyw1,55253
elp2,55250
pcmtd2,55251
thnsl2,55258
casc1,55259
c16orf46,123775
rplp1,6176
rplp0,6175
rpl41p5,6172
rpl36a,6173
rpl39,6170
rpl41,6171
ccz1,51622
642204,642204
rtp4,64108
crlf2,64109
hapln2,60484
elspbp1,64100
tmem106c,79022
653602,653602
spata31c2,645961
pramef22,653606
hist2h3d,653604
rps3ap25,645968
selenotp1,645969
rfx6,222546
100289488,100289488
psg8,440533
pcdha5,56143
krtap22-2,100288287
actn4p2,391026
mir128-1,406915
il2,3558
epha5,2044
epha7,2045
rpl32p19,646433
646430,646430
rftn2,130132
mtif2,4528
mthfr,4524
mthfd1,4522
nudt1,4521
mtf1,4520
85297,85297
85295,85295
krtap2-4,85294
krtap3-3,85293
krtap4-2,85291
krtap4-3,85290
rps6kb1,6198
lage3p1,646808
cep41,95681
srrm5,100170229
psmb11,122706
pi4kb,5298
snar-e,100170220
pi4ka,5297
pik3cg,5294
pik3r1,5295
pim1,5292
pik3cd,5293
snar-c3,100170226
pik3cb,5291
linc00511,400619
sox9-as1,400618
peli3,246330
100289026,100289026
kcnj2-as1,400617
brdt,676
fabp1,2168
rpl23ap83,100131846
100131845,100131845
adgre3,84658
rnase7,84659
100131840,100131840
spz1,84654
glyr1,84656
linc00852,84657
ebpl,84650
spink7,84651
faah,2166
c8orf37,157657
or7e26p,401637
c10orf90,118611
cdc42ep5,148170
gpr22,2845
or56a5,390084
or52e5,390082
or52e4,390081
linc00322,100126693
thbs2,7058
thbs3,7059
tgm2,7052
tgm3,7053
c16orf97,388276
tgm1,7051
thbd,7056
thbs1,7057
c16orf87,388272
fam200b,285550
stpg2,285555
c4orf54,285556
taf15,8148
tdgf1p3,6998
tdo2,6999
harbi1,283254
slc7a5,8140
tdg,6996
trim51fp,283257
dynlt3,6990
tcte3,6991
ppp1r11,6992
dynlt1,6993
100131110,100131110
cllu1os,574016
ssx4b,548313
100130463,100130463
100130460,100130460
dctn1-as1,100189589
100130468,100130468
100131599,100131599
100131594,100131594
chrfam7a,89832
fam224a,401630
smpx,23676
linc01963,150967
hsd17b2,3294
trf-gaa1-4,100009606
rev1,51455
rps27p25,100271584
or5t2,219464
hsd11b1,3290
slc2a2,6514
or8h1,219469
730441,730441
407835,407835
lhfpl5,222662
elocp2,283747
fam173a,65990
283745,283745
fam98b,283742
